fid1	iid1	fid2	iid2	chr	start_bp	end_bp	start_snp	end_snp	tot_snp	tract_len	unit	num_mismat	iid1_is_homoz	iid2_is_homoz
-9	LH198	-9	LH198	10	39593715	83532842	S10_38403437	S10_83669599	1747	43.939	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	83444474	84024105	S10_83593276	S10_84157898	68	0.580	MB	0	1	1
-9	A556	-9	A556	10	67656731	84048588	S10_68419236	S10_84175915	1016	16.392	MB	0	1	1
-9	B85	-9	B85	10	72346962	84125486	S10_73206781	S10_84228952	781	11.779	MB	0	1	1
-9	CM37	-9	CM37	10	77548116	84136382	S10_78147429	S10_84239848	440	6.588	MB	0	1	1
-9	PHM49	-9	PHM49	10	43992442	84198581	S10_42760354	S10_84255878	1737	40.206	MB	0	1	1
-9	B841	-9	B841	10	2770224	84198581	S10_3185643	S10_84255878	3522	81.428	MB	0	1	1
-9	A3G313	-9	A3G313	10	74142089	84554626	S10_74888980	S10_84609091	764	10.413	MB	0	1	1
-9	F115	-9	F115	10	83376127	84556009	S10_83547972	S10_84610474	130	1.180	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	84379177	84950593	S10_84431555	S10_85012038	15	0.571	MB	0	1	1
-9	I205	-9	I205	10	84198447	85123903	S10_84255744	S10_85184301	30	0.925	MB	0	1	1
-9	CI18722	-9	CI18722	10	81525808	85124051	S10_82157788	S10_85184449	217	3.598	MB	0	1	1
-9	Va17	-9	Va17	10	79998730	85124053	S10_80578770	S10_85184451	340	5.125	MB	0	1	1
-9	EP1	-9	EP1	10	83282975	85132249	S10_83448624	S10_85192647	170	1.849	MB	0	1	1
-9	PHW03	-9	PHW03	10	83504642	85134853	S10_83641525	S10_85195251	141	1.630	MB	0	1	1
-9	CG124	-9	CG124	10	76842178	85286007	S10_77446693	S10_85319958	602	8.444	MB	0	1	1
-9	CMV3	-9	CMV3	10	80563147	85286525	S10_81181569	S10_85320476	334	4.723	MB	0	1	1
-9	PHG83	-9	PHG83	10	81359264	85286525	S10_82049903	S10_85320476	254	3.927	MB	0	1	1
-9	CG110	-9	CG110	10	51319634	85287148	S10_49986355	S10_85321099	1627	33.968	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	76674254	85360920	S10_77295941	S10_85394457	646	8.687	MB	0	1	1
-9	W117	-9	W117	10	81354261	85588831	S10_82044900	S10_85581332	291	4.235	MB	0	1	1
-9	Q381	-9	Q381	10	59905415	85596062	S10_60749088	S10_85588563	1463	25.691	MB	0	1	1
-9	LH38	-9	LH38	10	81354289	85735528	S10_82044928	S10_85745255	318	4.381	MB	0	1	1
-9	PHW53	-9	PHW53	10	82069863	85875592	S10_82235446	S10_85842402	292	3.806	MB	0	1	1
-9	Va17	-9	Va17	10	85124497	85876937	S10_85184895	S10_85843747	96	0.752	MB	0	1	1
-9	CMV3	-9	CMV3	10	85287140	86313315	S10_85321091	S10_86284595	80	1.026	MB	0	1	1
-9	I205	-9	I205	10	85600117	86313315	S10_85592618	S10_86284595	33	0.713	MB	0	1	1
-9	A556	-9	A556	10	84125486	86564327	S10_84228952	S10_86523724	195	2.439	MB	0	1	1
-9	EP1	-9	EP1	10	85134173	86734757	S10_85194571	S10_86699781	131	1.601	MB	0	1	1
-9	I205	-9	I205	10	86469571	87125932	S10_86425929	S10_87008142	13	0.656	MB	0	1	1
-9	B841	-9	B841	10	84210420	87125970	S10_84263288	S10_87008180	168	2.916	MB	0	1	1
-9	LH162	-9	LH162	10	83282975	87212687	S10_83448624	S10_87084194	316	3.930	MB	0	1	1
-9	Os426	-9	Os426	10	70666592	87267572	S10_71550772	S10_87135447	1114	16.601	MB	0	1	1
-9	LH195	-9	LH195	10	51426238	87267599	S10_50102503	S10_87135474	1786	35.841	MB	0	1	1
-9	PHW03	-9	PHW03	10	85588756	87321810	S10_85581257	S10_87189868	141	1.733	MB	0	1	1
-9	A3G313	-9	A3G313	10	84559445	87526867	S10_84613910	S10_87401113	216	2.967	MB	0	1	1
-9	PHB47	-9	PHB47	10	78549113	87545537	S10_79136392	S10_87419786	646	8.996	MB	0	1	1
-9	B96	-9	B96	10	83282975	87546123	S10_83448624	S10_87420372	380	4.263	MB	0	1	1
-9	B73	-9	B73	10	67121400	87913346	S10_67887263	S10_87730474	1324	20.792	MB	0	1	1
-9	PHK76	-9	PHK76	10	79903442	87959204	S10_80482362	S10_87773629	597	8.056	MB	0	1	1
-9	PHM49	-9	PHM49	10	84378602	87975474	S10_84430980	S10_87789900	278	3.597	MB	0	1	1
-9	H99	-9	H99	10	5235900	88437799	S10_5589008	S10_88268774	3696	83.202	MB	0	1	1
-9	LH198	-9	LH198	10	83533337	88437799	S10_83670094	S10_88268774	394	4.904	MB	0	1	1
-9	PHW03	-9	PHW03	10	87562290	88555946	S10_87463219	S10_88394535	71	0.994	MB	0	1	1
-9	PHK29	-9	PHK29	10	19503627	88558289	S10_19069975	S10_88396878	2888	69.055	MB	0	1	1
-9	CM105	-9	CM105	10	81463923	88768015	S10_82104638	S10_88615239	553	7.304	MB	0	1	1
-9	PHW53	-9	PHW53	10	85875627	88845809	S10_85842437	S10_88758791	251	2.970	MB	0	1	1
-9	A171	-9	A171	10	83376127	89426717	S10_83547972	S10_89223093	507	6.051	MB	0	1	1
-9	PHB09	-9	PHB09	10	5748855	89426717	S10_6071121	S10_89223093	3719	83.678	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	88844543	89615018	S10_88760058	S10_89418674	27	0.770	MB	0	1	1
-9	A3G313	-9	A3G313	10	87526919	89615362	S10_87401165	S10_89419018	162	2.088	MB	0	1	1
-9	I205	-9	I205	10	87983812	89615920	S10_87798240	S10_89419576	119	1.632	MB	0	1	1
-9	LH162	-9	LH162	10	87212774	89615920	S10_87084281	S10_89419576	225	2.403	MB	0	1	1
-9	A509	-9	A509	10	70666592	90132241	S10_71550772	S10_89986504	1328	19.466	MB	0	1	1
-9	Tr	-9	Tr	10	128653	90133378	S10_629079	S10_89985367	4218	90.005	MB	0	1	1
-9	B841	-9	B841	10	87212402	90133981	S10_87083909	S10_89984764	273	2.922	MB	0	1	1
-9	EP1	-9	EP1	10	87102927	90413797	S10_86985136	S10_90243329	296	3.311	MB	0	1	1
-9	OS420	-9	OS420	10	81141353	90415796	S10_81827920	S10_90245328	715	9.274	MB	0	1	1
-9	PHK05	-9	PHK05	10	77758623	90484529	S10_78378659	S10_90296674	912	12.726	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	85361034	90669987	S10_85394571	S10_90480283	401	5.309	MB	0	1	1
-9	I205	-9	I205	10	90669980	91321233	S10_90480276	S10_91087030	26	0.651	MB	0	1	1
-9	CO255	-9	CO255	10	83367472	91321274	S10_83539314	S10_91087071	621	7.954	MB	0	1	1
-9	EP1	-9	EP1	10	90415443	91321274	S10_90244975	S10_91087071	39	0.906	MB	0	1	1
-9	A556	-9	A556	10	86734437	91497420	S10_86699461	S10_91264822	353	4.763	MB	0	1	1
-9	C103	-9	C103	10	76734879	91597164	S10_77339792	S10_91357730	1080	14.862	MB	0	1	1
-9	LH162	-9	LH162	10	89629190	91597164	S10_89437698	S10_91357730	110	1.968	MB	0	1	1
-9	PHG47	-9	PHG47	10	2028155	91599000	S10_2446517	S10_91359569	4123	89.571	MB	0	1	1
-9	PHN47	-9	PHN47	10	38228281	92161042	S10_37096182	S10_91959404	2418	53.933	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	90670028	92161379	S10_90480324	S10_91959067	85	1.491	MB	0	1	1
-9	WD456	-9	WD456	10	83288405	92163899	S10_83454054	S10_91956547	704	8.875	MB	0	1	1
-9	PHG39	-9	PHG39	10	70796184	92214279	S10_71672438	S10_92023963	1454	21.418	MB	0	1	1
-9	A509	-9	A509	10	90132809	92331036	S10_89985936	S10_92133856	157	2.198	MB	0	1	1
-9	I205	-9	I205	10	92331033	93142881	S10_92133853	S10_92914630	12	0.812	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	92331033	93910384	S10_92133853	S10_93685004	32	1.579	MB	0	1	1
-9	PHRE1	-9	PHRE1	10	83504899	94180482	S10_83641782	S10_94001321	730	10.676	MB	0	1	1
-9	LH198	-9	LH198	10	88438477	94180539	S10_88269452	S10_94001378	320	5.742	MB	0	1	1
-9	B70	-9	B70	10	83505018	94181608	S10_83641901	S10_94002447	739	10.677	MB	0	1	1
-9	EP1	-9	EP1	10	91321367	94431116	S10_91087164	S10_94248976	164	3.110	MB	0	1	1
-9	Mo17	-9	Mo17	10	81351110	94800504	S10_82041749	S10_94588819	886	13.449	MB	0	1	1
-9	CG123	-9	CG123	10	77543614	94800504	S10_78142927	S10_94588819	1140	17.257	MB	0	1	1
-9	W117	-9	W117	10	85590272	94802584	S10_85582773	S10_94590899	588	9.212	MB	0	1	1
-9	Oh40B	-9	Oh40B	10	76616892	94918936	S10_77257972	S10_94681816	1272	18.302	MB	0	1	1
-9	PHJ89	-9	PHJ89	10	82039316	94918936	S10_82205793	S10_94681816	867	12.880	MB	0	1	1
-9	B841	-9	B841	10	90134487	95202535	S10_89984258	S10_94967881	254	5.068	MB	0	1	1
-9	PHW03	-9	PHW03	10	90676806	95281062	S10_90487102	S10_95042155	218	4.604	MB	0	1	1
-9	AH83	-9	AH83	10	79998759	95315638	S10_80578799	S10_95077022	1022	15.317	MB	0	1	1
-9	A509	-9	A509	10	92370606	95315638	S10_92173431	S10_95077022	113	2.945	MB	0	1	1
-9	PHG84	-9	PHG84	10	77078307	95315638	S10_77677475	S10_95077022	1230	18.237	MB	0	1	1
-9	LH162	-9	LH162	10	91597711	95315779	S10_91358277	S10_95077163	191	3.718	MB	0	1	1
-9	PHN37	-9	PHN37	10	80563142	95365922	S10_81181564	S10_95125348	1003	14.803	MB	0	1	1
-9	PHG50	-9	PHG50	10	79363808	95450929	S10_79941780	S10_95210379	1122	16.087	MB	0	1	1
-9	3IIH6	-9	3IIH6	10	83288398	95450929	S10_83454047	S10_95210379	869	12.163	MB	0	1	1
-9	B93	-9	B93	10	77080872	95797373	S10_77680040	S10_95550006	1278	18.716	MB	0	1	1
-9	A556	-9	A556	10	91889957	95934797	S10_91784139	S10_95691381	229	4.045	MB	0	1	1
-9	B64	-9	B64	10	68055783	95935442	S10_68815721	S10_95692026	1790	27.880	MB	0	1	1
-9	PHR47	-9	PHR47	10	81354278	95935551	S10_82044917	S10_95692135	979	14.581	MB	0	1	1
-9	CMV3	-9	CMV3	10	86459176	96105546	S10_86415532	S10_95894511	654	9.646	MB	0	1	1
-9	PHG50	-9	PHG50	10	95592733	96325883	S10_95350578	S10_96094098	74	0.733	MB	0	1	1
-9	A3G313	-9	A3G313	10	89615447	96325921	S10_89419103	S10_96094136	411	6.710	MB	0	1	1
-9	A171	-9	A171	10	89615017	96360924	S10_89418673	S10_96127502	423	6.746	MB	0	1	1
-9	B841	-9	B841	10	95203005	96937917	S10_94968351	S10_96677431	156	1.735	MB	0	1	1
-9	A556	-9	A556	10	95935561	96957807	S10_95692145	S10_96697321	85	1.022	MB	0	1	1
-9	LH145	-9	LH145	10	70938287	97204708	S10_71810477	S10_96835871	1745	26.266	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	76462281	97204771	S10_77104073	S10_96835934	1490	20.742	MB	0	1	1
-9	PHN82	-9	PHN82	10	59266241	97207002	S10_60082495	S10_96838165	2262	37.941	MB	0	1	1
-9	PHW53	-9	PHW53	10	88853347	97208119	S10_88751253	S10_96839282	519	8.355	MB	0	1	1
-9	A171	-9	A171	10	96503482	97762536	S10_96251381	S10_97372830	81	1.259	MB	0	1	1
-9	B96	-9	B96	10	87913225	97762536	S10_87730353	S10_97372830	647	9.849	MB	0	1	1
-9	H99	-9	H99	10	88438477	97860357	S10_88269452	S10_97538689	599	9.422	MB	0	1	1
-9	Ill.Hy	-9	Ill.Hy	10	81352219	98174426	S10_82042858	S10_97796836	1143	16.822	MB	0	1	1
-9	CMV3	-9	CMV3	10	96105867	98174426	S10_95894832	S10_97796836	137	2.069	MB	0	1	1
-9	LH198	-9	LH198	10	94181092	98680680	S10_94001931	S10_98272612	322	4.500	MB	0	1	1
-9	CM37	-9	CM37	10	84136409	98904195	S10_84239875	S10_98499775	983	14.768	MB	0	1	1
-9	L317	-9	L317	10	80563142	99104768	S10_81181564	S10_98686686	1250	18.542	MB	0	1	1
-9	LH162	-9	LH162	10	95332936	99106742	S10_95094318	S10_98688660	273	3.774	MB	0	1	1
-9	CO255	-9	CO255	10	91321367	99123584	S10_91087164	S10_98705429	479	7.802	MB	0	1	1
-9	B37	-9	B37	10	76066696	99126757	S10_76710435	S10_98708602	1622	23.060	MB	0	1	1
-9	PHR03	-9	PHR03	10	83504645	99217147	S10_83641528	S10_98799618	1107	15.713	MB	0	1	1
-9	PHRE1	-9	PHRE1	10	94180545	99544082	S10_94001384	S10_99111419	394	5.364	MB	0	1	1
-9	I205	-9	I205	10	98109925	99636615	S10_97735087	S10_99204479	107	1.527	MB	0	1	1
-9	PHR47	-9	PHR47	10	96013624	99636717	S10_95917827	S10_99204581	252	3.623	MB	0	1	1
-9	B85	-9	B85	10	84127083	99637602	S10_84230549	S10_99205466	1073	15.511	MB	0	1	1
-9	Tr	-9	Tr	10	90134392	99638500	S10_89984353	S10_99206364	604	9.504	MB	0	1	1
-9	F115	-9	F115	10	84950593	99638500	S10_85012038	S10_99206364	1031	14.688	MB	0	1	1
-9	PHJ89	-9	PHJ89	10	95198839	99638642	S10_94964185	S10_99206506	355	4.440	MB	0	1	1
-9	LH132	-9	LH132	10	66123754	99647543	S10_66877917	S10_99215407	2163	33.524	MB	0	1	1
-9	T8	-9	T8	10	63675390	99973750	S10_64484758	S10_99523283	2313	36.298	MB	0	1	1
-9	F72	-9	F72	10	2353721	99974761	S10_2780682	S10_99524294	4656	97.621	MB	0	1	1
-9	CM105	-9	CM105	10	88768241	99995513	S10_88615465	S10_99545054	743	11.227	MB	0	1	1
-9	PHM49	-9	PHM49	10	87979129	100230834	S10_87793555	S10_99743797	843	12.252	MB	0	1	1
-9	PHM57	-9	PHM57	10	70796184	100230834	S10_71672438	S10_99743797	2005	29.435	MB	0	1	1
-9	CM105	-9	CM105	10	100007996	100546200	S10_99557537	S10_100025445	49	0.538	MB	0	1	1
-9	B64	-9	B64	10	95935474	101012908	S10_95692058	S10_100487577	400	5.077	MB	0	1	1
-9	CG65	-9	CG65	10	128653	101212780	S10_629079	S10_100701799	4955	101.084	MB	0	1	1
-9	C103	-9	C103	10	91597711	101436298	S10_91358277	S10_100915110	662	9.839	MB	0	1	1
-9	ND246	-9	ND246	10	67238559	101885923	S10_68004466	S10_101361087	2257	34.647	MB	0	1	1
-9	A619	-9	A619	10	76844725	101886244	S10_77449240	S10_101361408	1748	25.042	MB	0	1	1
-9	CG124	-9	CG124	10	85286510	102199261	S10_85320461	S10_101665989	1153	16.913	MB	0	1	1
-9	I205	-9	I205	10	101212780	102399266	S10_100701799	S10_101863672	36	1.186	MB	0	1	1
-9	PHG39	-9	PHG39	10	92214324	102399266	S10_92024008	S10_101863672	638	10.185	MB	0	1	1
-9	A3G313	-9	A3G313	10	96327237	102400372	S10_96095452	S10_101864778	401	6.073	MB	0	1	1
-9	CG120	-9	CG120	10	3855535	102405642	S10_4244840	S10_101870048	4696	98.550	MB	0	1	1
-9	CG102	-9	CG102	10	81350010	102405642	S10_82040649	S10_101870048	1434	21.056	MB	0	1	1
-9	OS420	-9	OS420	10	90415906	102427441	S10_90245438	S10_101892696	758	12.012	MB	0	1	1
-9	W117	-9	W117	10	94803078	102856597	S10_94591393	S10_102319487	573	8.054	MB	0	1	1
-9	LH59	-9	LH59	10	128653	102925434	S10_629079	S10_102366558	5034	102.797	MB	0	1	1
-9	PHT77	-9	PHT77	10	76462308	102925434	S10_77104100	S10_102366558	1869	26.463	MB	0	1	1
-9	PHM49	-9	PHM49	10	100388613	102925434	S10_99941645	S10_102366558	131	2.537	MB	0	1	1
-9	B37	-9	B37	10	99130834	104012072	S10_98712679	S10_103427763	336	4.881	MB	0	1	1
-9	AH83	-9	AH83	10	95332936	104023351	S10_95094318	S10_103438564	626	8.690	MB	0	1	1
-9	3811	-9	3811	10	80563108	104331535	S10_81181530	S10_103754039	1638	23.768	MB	0	1	1
-9	B73	-9	B73	10	87959204	104746424	S10_87773629	S10_104186232	1109	16.787	MB	0	1	1
-9	PHR03	-9	PHR03	10	99219095	105060311	S10_98801566	S10_104490827	369	5.841	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	97206902	105453106	S10_96838065	S10_104857389	506	8.246	MB	0	1	1
-9	B73	-9	B73	10	104835314	105634573	S10_104273873	S10_105037049	23	0.799	MB	0	1	1
-9	H93	-9	H93	10	3855483	105807739	S10_4244788	S10_117320940	4881	101.952	MB	0	1	1
-9	LH210	-9	LH210	10	82131834	105807761	S10_82340616	S10_117320918	1569	23.676	MB	0	1	1
-9	W117	-9	W117	10	102928047	106021489	S10_102369171	S10_105281668	145	3.093	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	94180482	106021489	S10_94001321	S10_105281668	777	11.841	MB	0	1	1
-9	CG123	-9	CG123	10	94801499	106021500	S10_94589814	S10_105281679	728	11.220	MB	0	1	1
-9	F115	-9	F115	10	99973692	106035998	S10_99523225	S10_105296177	329	6.062	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	92163979	106409538	S10_91956467	S10_105781004	845	14.246	MB	0	1	1
-9	B96	-9	B96	10	98174407	106519334	S10_97796817	S10_105817204	491	8.345	MB	0	1	1
-9	FE	-9	FE	10	76465982	106520880	S10_77107774	S10_105818750	2035	30.055	MB	0	1	1
-9	PHZ51	-9	PHZ51	10	106040152	106558078	S10_105300331	S10_105855041	19	0.518	MB	0	1	1
-9	A556	-9	A556	10	97204478	106915048	S10_96835641	S10_106197855	584	9.711	MB	0	1	1
-9	I205	-9	I205	10	102929606	106915128	S10_102370730	S10_106197935	178	3.986	MB	0	1	1
-9	A3G313	-9	A3G313	10	102405924	107140838	S10_101870330	S10_106432976	253	4.735	MB	0	1	1
-9	B96	-9	B96	10	106588494	107143477	S10_105877148	S10_106435615	48	0.555	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	105523736	107181677	S10_104926400	S10_106474078	98	1.658	MB	0	1	1
-9	CMV3	-9	CMV3	10	98174434	107474973	S10_97796844	S10_106793187	554	9.301	MB	0	1	1
-9	PHR03	-9	PHR03	10	105238276	107651818	S10_104652942	S10_106954502	119	2.414	MB	0	1	1
-9	LH185	-9	LH185	10	70796184	107853407	S10_71672438	S10_107144076	2384	37.057	MB	0	1	1
-9	PHT77	-9	PHT77	10	102928065	107999399	S10_102369189	S10_107289577	250	5.071	MB	0	1	1
-9	F72	-9	F72	10	99993864	108465973	S10_99543405	S10_107759834	429	8.472	MB	0	1	1
-9	PHP38	-9	PHP38	10	72231228	108466074	S10_73129327	S10_107759935	2365	36.235	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	107474723	108466226	S10_106792937	S10_107760087	40	0.992	MB	0	1	1
-9	CO255	-9	CO255	10	99126414	108608239	S10_98708259	S10_107898792	563	9.482	MB	0	1	1
-9	PHR63	-9	PHR63	10	75863732	108836414	S10_76506347	S10_108117895	2244	32.973	MB	0	1	1
-9	LH162	-9	LH162	10	99126414	109119199	S10_98708259	S10_108359913	590	9.993	MB	0	1	1
-9	A632	-9	A632	10	33717781	109136526	S10_32825759	S10_108377061	3577	75.419	MB	0	1	1
-9	CM105	-9	CM105	10	100593153	109136820	S10_100071999	S10_108377355	434	8.544	MB	0	1	1
-9	LH198	-9	LH198	10	98768811	109177713	S10_98363411	S10_108418253	637	10.409	MB	0	1	1
-9	PH207	-9	PH207	10	81354278	109177713	S10_82044917	S10_108418253	1794	27.823	MB	0	1	1
-9	PHG86	-9	PHG86	10	75766968	109177716	S10_76408777	S10_108418256	2285	33.411	MB	0	1	1
-9	A171	-9	A171	10	98109534	110200392	S10_97734696	S10_109345408	695	12.091	MB	0	1	1
-9	LH145	-9	LH145	10	97204721	110200521	S10_96835884	S10_109345537	746	12.996	MB	0	1	1
-9	PHM49	-9	PHM49	10	102928065	110201055	S10_102369189	S10_109346071	369	7.273	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	108517313	110232380	S10_107811185	S10_109373814	101	1.715	MB	0	1	1
-9	Tr	-9	Tr	10	99973692	110431825	S10_99523225	S10_109570904	560	10.458	MB	0	1	1
-9	PHW53	-9	PHW53	10	97277641	110444988	S10_96908812	S10_109583555	754	13.167	MB	0	1	1
-9	CG102	-9	CG102	10	102406147	110564563	S10_101870553	S10_109703353	431	8.158	MB	0	1	1
-9	LH185	-9	LH185	10	107999219	110574694	S10_107289397	S10_109713485	153	2.575	MB	0	1	1
-9	PHK05	-9	PHK05	10	90669999	110659353	S10_90480295	S10_109800233	1186	19.989	MB	0	1	1
-9	A3G313	-9	A3G313	10	107142759	110663255	S10_106434897	S10_109804135	198	3.520	MB	0	1	1
-9	I159	-9	I159	10	19189158	111052436	S10_18859246	S10_110199260	4246	91.863	MB	0	1	1
-9	B96	-9	B96	10	107181677	111054884	S10_106474078	S10_110201708	201	3.873	MB	0	1	1
-9	PHG35	-9	PHG35	10	77080872	111151486	S10_77680040	S10_110298037	2213	34.071	MB	0	1	1
-9	A171	-9	A171	10	110200876	111734221	S10_109345892	S10_110821298	96	1.533	MB	0	1	1
-9	PHW03	-9	PHW03	10	95473195	111828045	S10_95232647	S10_110925658	1005	16.355	MB	0	1	1
-9	Q381	-9	Q381	10	85696472	111870825	S10_85684275	S10_110999879	1638	26.174	MB	0	1	1
-9	A509	-9	A509	10	95315803	112136779	S10_95077187	S10_111259067	1040	16.821	MB	0	1	1
-9	PHV63	-9	PHV63	10	18679151	112166234	S10_18399674	S10_111288191	4331	93.487	MB	0	1	1
-9	CM105	-9	CM105	10	109177713	112168470	S10_108418253	S10_111290427	161	2.991	MB	0	1	1
-9	LH123HT	-9	LH123HT	10	70796184	112168470	S10_71672438	S10_111290427	2633	41.372	MB	0	1	1
-9	I205	-9	I205	10	110759316	112301593	S10_109899637	S10_111427699	99	1.542	MB	0	1	1
-9	A171	-9	A171	10	111734230	112301593	S10_110821289	S10_111427699	52	0.567	MB	0	1	1
-9	LH162	-9	LH162	10	109136526	112506513	S10_108377061	S10_111618788	191	3.370	MB	0	1	1
-9	B85	-9	B85	10	99638458	112561115	S10_99206322	S10_111675270	736	12.923	MB	0	1	1
-9	ND246	-9	ND246	10	101886225	112659906	S10_101361389	S10_111776497	581	10.774	MB	0	1	1
-9	CG120	-9	CG120	10	102406147	112659946	S10_101870553	S10_111776537	563	10.254	MB	0	1	1
-9	CG124	-9	CG124	10	102254611	113108237	S10_101721344	S10_112203205	604	10.854	MB	0	1	1
-9	Wf9	-9	Wf9	10	59640372	113109121	S10_60480308	S10_112204089	3187	53.469	MB	0	1	1
-9	CMV3	-9	CMV3	10	107513605	113110848	S10_106837817	S10_112205816	326	5.597	MB	0	1	1
-9	LH210	-9	LH210	10	106021489	113211715	S10_105281668	S10_112318778	420	7.190	MB	0	1	1
-9	I205	-9	I205	10	112561115	113211829	S10_111675270	S10_112318664	47	0.651	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	106492078	113481716	S10_105789940	S10_112584928	417	6.990	MB	0	1	1
-9	ND246	-9	ND246	10	112660029	113838767	S10_111776620	S10_112937942	65	1.179	MB	0	1	1
-9	B93	-9	B93	10	95849268	113888537	S10_95605200	S10_112987714	1094	18.039	MB	0	1	1
-9	CGR01	-9	CGR01	10	72228224	113990324	S10_73132331	S10_113149927	2720	41.762	MB	0	1	1
-9	PHT77	-9	PHT77	10	108297433	114051844	S10_107585142	S10_113162431	366	5.754	MB	0	1	1
-9	CG123	-9	CG123	10	106038341	114051844	S10_105298520	S10_113162431	476	8.014	MB	0	1	1
-9	W117	-9	W117	10	106035999	114052314	S10_105296178	S10_113162901	480	8.016	MB	0	1	1
-9	H93	-9	H93	10	105808510	114056615	S10_117320169	S10_113167202	490	8.248	MB	0	1	1
-9	B100	-9	B100	10	60917294	114056615	S10_61680278	S10_113167202	3222	53.139	MB	0	1	1
-9	PHK05	-9	PHK05	10	110663240	114060098	S10_109804120	S10_113170685	227	3.397	MB	0	1	1
-9	B70	-9	B70	10	94181944	114295117	S10_94002783	S10_113394853	1267	20.113	MB	0	1	1
-9	AH83	-9	AH83	10	104166969	114660589	S10_103592985	S10_113652591	586	10.494	MB	0	1	1
-9	I205	-9	I205	10	114057135	114660589	S10_113167722	S10_113652591	32	0.603	MB	0	1	1
-9	PHHV4	-9	PHHV4	10	113483822	114740184	S10_112587034	S10_113750406	100	1.256	MB	0	1	1
-9	B85	-9	B85	10	113609736	114819288	S10_112688307	S10_113829514	96	1.210	MB	0	1	1
-9	OS420	-9	OS420	10	102427693	114919728	S10_101892948	S10_113923864	713	12.492	MB	0	1	1
-9	LH132	-9	LH132	10	99718792	115195325	S10_99285699	S10_114187635	913	15.477	MB	0	1	1
-9	CG102	-9	CG102	10	110571091	115199451	S10_109709882	S10_114191761	333	4.628	MB	0	1	1
-9	PHR63	-9	PHR63	10	108836510	115244934	S10_108117991	S10_114237253	426	6.408	MB	0	1	1
-9	B73	-9	B73	10	105807732	115244959	S10_117320947	S10_114237278	597	9.437	MB	0	1	1
-9	CI18722	-9	CI18722	10	85124128	115500507	S10_85184526	S10_114482848	1973	30.376	MB	0	1	1
-9	Q381	-9	Q381	10	112124322	115500507	S10_111246605	S10_114482848	252	3.376	MB	0	1	1
-9	Oh40B	-9	Oh40B	10	95198839	115506454	S10_94964185	S10_114488795	1308	20.308	MB	0	1	1
-9	CM37	-9	CM37	10	99104858	115850485	S10_98686776	S10_114836036	1075	16.746	MB	0	1	1
-9	MinnesotaNo13	-9	MinnesotaNo13	10	110431830	115866384	S10_109570909	S10_114852911	419	5.435	MB	0	1	1
-9	PHP38	-9	PHP38	10	108466226	115866384	S10_107760087	S10_114852911	530	7.400	MB	0	1	1
-9	C49	-9	C49	10	55172159	115866407	S10_54359898	S10_114852934	3542	60.694	MB	0	1	1
-9	C103	-9	C103	10	101678676	115866767	S10_101156883	S10_114853294	879	14.188	MB	0	1	1
-9	A619	-9	A619	10	102199214	115866789	S10_101665942	S10_114853316	857	13.668	MB	0	1	1
-9	PHJ65	-9	PHJ65	10	24267554	115866866	S10_23785810	S10_114853393	4370	91.599	MB	0	1	1
-9	I159	-9	I159	10	111054884	115922442	S10_110201708	S10_114869799	393	4.868	MB	0	1	1
-9	CG124	-9	CG124	10	113109121	116159743	S10_112204089	S10_115123301	272	3.051	MB	0	1	1
-9	M14	-9	M14	10	24938647	116160227	S10_24325604	S10_115123785	4390	91.222	MB	0	1	1
-9	PHG35	-9	PHG35	10	111151644	116183828	S10_110298195	S10_115146786	400	5.032	MB	0	1	1
-9	I205	-9	I205	10	115866802	116502258	S10_114853329	S10_115438719	42	0.635	MB	0	1	1
-9	B85	-9	B85	10	114821088	116917613	S10_113831315	S10_115840324	179	2.097	MB	0	1	1
-9	A619	-9	A619	10	115866970	117492623	S10_114853497	S10_116425230	69	1.626	MB	0	1	1
-9	WD456	-9	WD456	10	92164086	117932657	S10_91956360	S10_116865693	1583	25.769	MB	0	1	1
-9	CO255	-9	CO255	10	108611069	117962469	S10_107901622	S10_116893444	605	9.351	MB	0	1	1
-9	A171	-9	A171	10	112659946	117962491	S10_111776537	S10_116893466	377	5.303	MB	0	1	1
-9	B100	-9	B100	10	114060099	118111550	S10_113170686	S10_117027585	278	4.051	MB	0	1	1
-9	PHG47	-9	PHG47	10	91770103	118111618	S10_91669648	S10_117027653	1646	26.342	MB	0	1	1
